Flight_ID,Airline_Name,Origin_City,Origin_Country,Destination_City,Destination_Country,Distance_KM,Scheduled_Departure,Scheduled_Arrival,Flight_Status,Base_Fare_NGN
FL00192,Arik Air,Accra,Ghana,Cairo,Egypt,4383,2023-05-20 22:30:00,2023-05-21 04:52:00,On-Time,393756
FL00193,Air Peace,Nairobi,Kenya,Port Harcourt,Nigeria,3906,2023-05-21 14:30:00,2023-05-21 20:09:00,On-Time,373913
FL00194,Air Peace,Nairobi,Kenya,Port Harcourt,Nigeria,3906,2023-05-22 07:00:00,2023-05-22 12:26:00,On-Time,367191
FL00195,Ethiopian Airlines,Addis Ababa,Ethiopia,Lagos,Nigeria,3856,2023-05-22 11:15:00,2023-05-22 16:39:00,On-Time,385696
FL00196,Arik Air,Dakar,Senegal,Lusaka,Zambia,5900,2023-05-23 20:30:00,2023-05-24 04:39:00,On-Time,534258
FL00197,Kenya Airways,Addis Ababa,Ethiopia,Douala,Cameroon,2800,2023-05-24 20:15:00,2023-05-25 00:29:00,Cancelled,272944
FL00198,Ethiopian Airlines,Cairo,Egypt,Port Harcourt,Nigeria,3821,2023-05-24 21:45:00,2023-05-25 03:16:00,Delayed,369623
FL00199,EgyptAir,Addis Ababa,Ethiopia,Douala,Cameroon,2800,2023-05-25 06:30:00,2023-05-25 10:23:00,On-Time,281450
FL00200,Dana Air,Lagos,Nigeria,Cairo,Egypt,4020,2023-05-26 05:30:00,2023-05-26 11:13:00,On-Time,356128
FL00201,EgyptAir,Cairo,Egypt,Johannesburg,South Africa,6261,2023-05-27 20:15:00,2023-05-28 04:53:00,Delayed,582831
FL00202,Kenya Airways,Accra,Ghana,Casablanca,Morocco,3300,2023-05-27 16:30:00,2023-05-27 21:13:00,Delayed,314020
FL00203,Kenya Airways,Accra,Ghana,Dakar,Senegal,2100,2023-05-28 09:15:00,2023-05-28 12:35:00,On-Time,202123
FL00204,Dana Air,Kano,Nigeria,Dar es Salaam,Tanzania,3800,2023-05-29 09:30:00,2023-05-29 14:57:00,Delayed,346454
FL00205,Dana Air,Abuja,Nigeria,Casablanca,Morocco,3680,2023-05-30 13:00:00,2023-05-30 18:19:00,Delayed,327935
FL00206,Arik Air,Port Harcourt,Nigeria,Nairobi,Kenya,3906,2023-05-30 13:15:00,2023-05-30 18:53:00,On-Time,367718
FL00207,Ethiopian Airlines,Cairo,Egypt,Lusaka,Zambia,4800,2023-05-31 07:30:00,2023-05-31 14:09:00,On-Time,478826
FL00208,Dana Air,Kano,Nigeria,Douala,Cameroon,950,2023-06-01 20:45:00,2023-06-01 22:39:00,On-Time,94517
FL00209,Kenya Airways,Lusaka,Zambia,Abuja,Nigeria,3980,2023-06-01 20:30:00,2023-06-02 02:21:00,On-Time,390985
FL00210,Air Peace,Nairobi,Kenya,Port Harcourt,Nigeria,3906,2023-06-02 07:45:00,2023-06-02 13:02:00,Cancelled,363609
FL00211,Dana Air,Kano,Nigeria,Casablanca,Morocco,3200,2023-06-03 05:45:00,2023-06-03 10:08:00,On-Time,284597
FL00212,EgyptAir,Addis Ababa,Ethiopia,Casablanca,Morocco,5000,2023-06-04 15:00:00,2023-06-04 21:39:00,On-Time,479138
FL00213,Kenya Airways,Cairo,Egypt,Enugu,Nigeria,3700,2023-06-04 21:15:00,2023-06-05 02:22:00,Cancelled,367656
FL00214,Kenya Airways,Addis Ababa,Ethiopia,Dar es Salaam,Tanzania,1280,2023-06-05 12:30:00,2023-06-05 14:37:00,Delayed,124825
FL00215,Ethiopian Airlines,Douala,Cameroon,Lagos,Nigeria,1060,2023-06-06 08:00:00,2023-06-06 09:41:00,On-Time,120673
FL00216,Ethiopian Airlines,Addis Ababa,Ethiopia,Lusaka,Zambia,2520,2023-06-07 10:30:00,2023-06-07 14:37:00,Delayed,247636
FL00217,Air Peace,Lagos,Nigeria,Lusaka,Zambia,4260,2023-06-07 12:45:00,2023-06-07 18:45:00,Delayed,393898
FL00218,Dana Air,Kano,Nigeria,Dakar,Senegal,2400,2023-06-08 07:15:00,2023-06-08 11:07:00,Delayed,213857
FL00219,Air Peace,Enugu,Nigeria,Douala,Cameroon,600,2023-06-09 20:30:00,2023-06-09 22:01:00,On-Time,59138
FL00220,Ethiopian Airlines,Cairo,Egypt,Lagos,Nigeria,4020,2023-06-10 07:30:00,2023-06-10 13:13:00,On-Time,391904
FL00221,Arik Air,Kano,Nigeria,Enugu,Nigeria,650,2023-06-10 22:45:00,2023-06-11 00:08:00,Cancelled,64351
FL00222,EgyptAir,Cairo,Egypt,Accra,Ghana,4383,2023-06-11 18:30:00,2023-06-12 00:42:00,On-Time,424448
FL00223,Ethiopian Airlines,Dar es Salaam,Tanzania,Lagos,Nigeria,4450,2023-06-12 22:30:00,2023-06-13 04:51:00,Cancelled,437988
FL00224,Dana Air,Enugu,Nigeria,Abuja,Nigeria,330,2023-06-12 06:45:00,2023-06-12 07:58:00,On-Time,52645
FL00225,EgyptAir,Johannesburg,South Africa,Nairobi,Kenya,2723,2023-06-13 07:00:00,2023-06-13 11:15:00,On-Time,256723
FL00226,Ethiopian Airlines,Douala,Cameroon,Lusaka,Zambia,3600,2023-06-14 20:45:00,2023-06-15 01:34:00,Cancelled,347882
FL00227,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2023-06-15 13:00:00,2023-06-15 18:42:00,Delayed,356416
FL00228,Arik Air,Port Harcourt,Nigeria,Addis Ababa,Ethiopia,3570,2023-06-15 08:15:00,2023-06-15 13:22:00,On-Time,321614
FL00229,Dana Air,Kano,Nigeria,Johannesburg,South Africa,4118,2023-06-16 05:00:00,2023-06-16 10:42:00,Delayed,370339
FL00230,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2023-06-17 08:00:00,2023-06-17 13:56:00,Delayed,368453
FL00231,Kenya Airways,Johannesburg,South Africa,Accra,Ghana,4922,2023-06-18 05:15:00,2023-06-18 11:44:00,On-Time,465130
FL00232,Air Peace,Lagos,Nigeria,Accra,Ghana,397,2023-06-18 18:00:00,2023-06-18 18:50:00,Delayed,43220
FL00233,Kenya Airways,Lagos,Nigeria,Douala,Cameroon,1060,2023-06-19 20:45:00,2023-06-19 22:31:00,Delayed,104717
FL00234,EgyptAir,Johannesburg,South Africa,Nairobi,Kenya,2723,2023-06-20 12:00:00,2023-06-20 16:12:00,Delayed,267929
FL00235,Kenya Airways,Lusaka,Zambia,Casablanca,Morocco,6000,2023-06-20 11:15:00,2023-06-20 19:36:00,On-Time,580079
FL00236,EgyptAir,Cairo,Egypt,Douala,Cameroon,3600,2023-06-21 07:45:00,2023-06-21 12:33:00,Cancelled,346703
FL00237,Arik Air,Lagos,Nigeria,Accra,Ghana,397,2023-06-22 21:15:00,2023-06-22 22:15:00,On-Time,41024
FL00238,Ethiopian Airlines,Douala,Cameroon,Enugu,Nigeria,600,2023-06-23 05:15:00,2023-06-23 06:49:00,On-Time,71959
FL00239,Kenya Airways,Dar es Salaam,Tanzania,Accra,Ghana,4700,2023-06-23 20:30:00,2023-06-24 03:12:00,Delayed,452533
FL00240,Air Peace,Abuja,Nigeria,Douala,Cameroon,870,2023-06-24 16:30:00,2023-06-24 18:05:00,Delayed,85314
FL00241,EgyptAir,Addis Ababa,Ethiopia,Kano,Nigeria,3020,2023-06-25 18:15:00,2023-06-25 22:42:00,On-Time,294788
FL00242,Arik Air,Accra,Ghana,Lusaka,Zambia,4500,2023-06-26 10:15:00,2023-06-26 16:14:00,Delayed,406185
FL00243,Air Peace,Nairobi,Kenya,Abuja,Nigeria,3714,2023-06-26 10:15:00,2023-06-26 15:44:00,Delayed,346615
FL00244,Arik Air,Abuja,Nigeria,Dakar,Senegal,2600,2023-06-27 17:30:00,2023-06-27 21:19:00,On-Time,236355
FL00245,Arik Air,Dakar,Senegal,Kano,Nigeria,2400,2023-06-28 12:30:00,2023-06-28 16:21:00,Cancelled,221886
FL00246,Dana Air,Enugu,Nigeria,Cairo,Egypt,3700,2023-06-29 06:00:00,2023-06-29 11:15:00,On-Time,335092
FL00247,EgyptAir,Johannesburg,South Africa,Lusaka,Zambia,1160,2023-06-29 05:00:00,2023-06-29 07:10:00,On-Time,126781
FL00248,Air Peace,Nairobi,Kenya,Cairo,Egypt,3637,2023-06-30 19:15:00,2023-07-01 00:42:00,On-Time,333919
FL00249,Ethiopian Airlines,Johannesburg,South Africa,Abuja,Nigeria,4243,2023-07-01 05:45:00,2023-07-01 11:31:00,Delayed,417288
FL00250,Kenya Airways,Lusaka,Zambia,Nairobi,Kenya,1860,2023-07-01 09:45:00,2023-07-01 12:46:00,On-Time,183570
FL00251,Arik Air,Port Harcourt,Nigeria,Cairo,Egypt,3821,2023-07-02 20:30:00,2023-07-03 01:41:00,Delayed,349175
FL00252,Arik Air,Dakar,Senegal,Casablanca,Morocco,2000,2023-07-03 08:30:00,2023-07-03 11:29:00,On-Time,194752
FL00253,Air Peace,Abuja,Nigeria,Lusaka,Zambia,3980,2023-07-04 07:30:00,2023-07-04 12:48:00,On-Time,377287
FL00254,Air Peace,Accra,Ghana,Enugu,Nigeria,700,2023-07-04 21:15:00,2023-07-04 23:04:00,On-Time,76859
FL00255,Dana Air,Lagos,Nigeria,Abuja,Nigeria,533,2023-07-05 21:45:00,2023-07-05 22:48:00,On-Time,56098
FL00256,Ethiopian Airlines,Johannesburg,South Africa,Port Harcourt,Nigeria,4257,2023-07-06 16:00:00,2023-07-06 22:15:00,Cancelled,411639
FL00257,EgyptAir,Accra,Ghana,Cairo,Egypt,4383,2023-07-07 18:15:00,2023-07-08 00:42:00,On-Time,416898
FL00258,Arik Air,Accra,Ghana,Lagos,Nigeria,397,2023-07-07 10:00:00,2023-07-07 11:26:00,Delayed,46254
FL00259,Kenya Airways,Lagos,Nigeria,Casablanca,Morocco,4010,2023-07-08 07:00:00,2023-07-08 12:46:00,Cancelled,378452
FL00260,Air Peace,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2023-07-09 13:15:00,2023-07-09 19:04:00,On-Time,395252
FL00261,Dana Air,Port Harcourt,Nigeria,Nairobi,Kenya,3906,2023-07-09 09:00:00,2023-07-09 14:12:00,On-Time,352216
FL00262,Ethiopian Airlines,Douala,Cameroon,Kano,Nigeria,950,2023-07-10 21:45:00,2023-07-10 23:33:00,On-Time,101343
FL00263,Dana Air,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2023-07-11 18:00:00,2023-07-11 23:39:00,Delayed,369102
FL00264,Kenya Airways,Lagos,Nigeria,Enugu,Nigeria,478,2023-07-12 07:45:00,2023-07-12 09:14:00,On-Time,69075
FL00265,Dana Air,Lagos,Nigeria,Enugu,Nigeria,478,2023-07-12 05:45:00,2023-07-12 07:07:00,On-Time,63765
FL00266,Ethiopian Airlines,Nairobi,Kenya,Kano,Nigeria,3318,2023-07-13 05:45:00,2023-07-13 10:25:00,On-Time,339814
FL00267,Ethiopian Airlines,Accra,Ghana,Nairobi,Kenya,4808,2023-07-14 07:30:00,2023-07-14 13:56:00,Delayed,473275
FL00268,Dana Air,Kano,Nigeria,Lusaka,Zambia,3700,2023-07-15 22:00:00,2023-07-16 02:57:00,On-Time,321173
FL00269,Kenya Airways,Dar es Salaam,Tanzania,Enugu,Nigeria,4200,2023-07-15 14:15:00,2023-07-15 20:16:00,On-Time,415157
FL00270,Arik Air,Douala,Cameroon,Lagos,Nigeria,1060,2023-07-16 07:15:00,2023-07-16 08:57:00,On-Time,106858
FL00271,EgyptAir,Cairo,Egypt,Dar es Salaam,Tanzania,3600,2023-07-17 12:00:00,2023-07-17 17:12:00,On-Time,337601
FL00272,Ethiopian Airlines,Lusaka,Zambia,Lagos,Nigeria,4260,2023-07-18 18:30:00,2023-07-19 00:20:00,Delayed,421650
FL00273,Air Peace,Port Harcourt,Nigeria,Dakar,Senegal,3000,2023-07-18 22:30:00,2023-07-19 03:08:00,On-Time,280818
FL00274,EgyptAir,Cairo,Egypt,Abuja,Nigeria,3224,2023-07-19 19:45:00,2023-07-20 00:12:00,On-Time,319516
FL00275,Air Peace,Lagos,Nigeria,Cairo,Egypt,4020,2023-07-20 06:00:00,2023-07-20 11:41:00,On-Time,372955
FL00276,Dana Air,Enugu,Nigeria,Port Harcourt,Nigeria,155,2023-07-20 14:00:00,2023-07-20 14:52:00,Delayed,36766
FL00277,Dana Air,Lagos,Nigeria,Cairo,Egypt,4020,2023-07-21 06:15:00,2023-07-21 12:07:00,On-Time,358177
FL00278,Dana Air,Port Harcourt,Nigeria,Accra,Ghana,730,2023-07-22 21:00:00,2023-07-22 22:15:00,On-Time,86710
FL00279,Ethiopian Airlines,Lagos,Nigeria,Dar es Salaam,Tanzania,4450,2023-07-23 12:30:00,2023-07-23 18:24:00,Cancelled,428380
FL00280,Kenya Airways,Lusaka,Zambia,Port Harcourt,Nigeria,3900,2023-07-23 05:00:00,2023-07-23 10:33:00,Cancelled,384361
FL00281,Air Peace,Lagos,Nigeria,Casablanca,Morocco,4010,2023-07-24 13:15:00,2023-07-24 19:04:00,On-Time,377604
FL00282,Arik Air,Lagos,Nigeria,Dakar,Senegal,2832,2023-07-25 15:45:00,2023-07-25 19:48:00,On-Time,262868
FL00283,Kenya Airways,Lusaka,Zambia,Cairo,Egypt,4800,2023-07-26 20:15:00,2023-07-27 03:11:00,On-Time,469778
FL00284,Dana Air,Lagos,Nigeria,Abuja,Nigeria,533,2023-07-26 11:15:00,2023-07-26 12:52:00,On-Time,60220
FL00285,Air Peace,Nairobi,Kenya,Johannesburg,South Africa,2723,2023-07-27 14:45:00,2023-07-27 18:56:00,Delayed,266311
FL00286,Kenya Airways,Dar es Salaam,Tanzania,Port Harcourt,Nigeria,4100,2023-07-28 07:15:00,2023-07-28 12:50:00,On-Time,387996
FL00287,Arik Air,Douala,Cameroon,Dakar,Senegal,3100,2023-07-28 22:15:00,2023-07-29 02:57:00,On-Time,284220
FL00288,EgyptAir,Johannesburg,South Africa,Nairobi,Kenya,2723,2023-07-29 17:00:00,2023-07-29 20:53:00,Delayed,261869
FL00289,EgyptAir,Casablanca,Morocco,Douala,Cameroon,3800,2023-07-30 11:00:00,2023-07-30 16:21:00,On-Time,359685
FL00290,EgyptAir,Johannesburg,South Africa,Cairo,Egypt,6261,2023-07-31 08:45:00,2023-07-31 17:01:00,On-Time,587486
FL00291,Kenya Airways,Addis Ababa,Ethiopia,Casablanca,Morocco,5000,2023-07-31 17:00:00,2023-07-31 23:49:00,Delayed,484607
FL00292,Ethiopian Airlines,Cairo,Egypt,Dar es Salaam,Tanzania,3600,2023-08-01 05:00:00,2023-08-01 10:29:00,Delayed,362449
FL00293,EgyptAir,Cairo,Egypt,Dar es Salaam,Tanzania,3600,2023-08-02 12:15:00,2023-08-02 17:13:00,On-Time,343386
FL00294,EgyptAir,Lagos,Nigeria,Kano,Nigeria,1054,2023-08-03 18:30:00,2023-08-03 20:48:00,On-Time,102850
FL00295,Kenya Airways,Johannesburg,South Africa,Lusaka,Zambia,1160,2023-08-03 20:00:00,2023-08-03 22:24:00,Cancelled,115775
FL00296,Arik Air,Abuja,Nigeria,Cairo,Egypt,3224,2023-08-04 18:30:00,2023-08-04 23:06:00,Delayed,299429
FL00297,Ethiopian Airlines,Addis Ababa,Ethiopia,Casablanca,Morocco,5000,2023-08-05 16:00:00,2023-08-05 23:00:00,On-Time,488277
FL00298,Ethiopian Airlines,Douala,Cameroon,Enugu,Nigeria,600,2023-08-06 19:00:00,2023-08-06 20:03:00,On-Time,65583
FL00299,Ethiopian Airlines,Dar es Salaam,Tanzania,Cairo,Egypt,3600,2023-08-06 06:45:00,2023-08-06 12:06:00,On-Time,357695
FL00300,Dana Air,Enugu,Nigeria,Casablanca,Morocco,3900,2023-08-07 06:45:00,2023-08-07 11:56:00,On-Time,354560
FL00301,Kenya Airways,Addis Ababa,Ethiopia,Port Harcourt,Nigeria,3570,2023-08-08 21:45:00,2023-08-09 02:42:00,On-Time,339186
FL00302,Air Peace,Enugu,Nigeria,Cairo,Egypt,3700,2023-08-08 14:30:00,2023-08-08 19:41:00,On-Time,338628
FL00303,EgyptAir,Addis Ababa,Ethiopia,Kano,Nigeria,3020,2023-08-09 10:15:00,2023-08-09 14:59:00,On-Time,301989
FL00304,Air Peace,Abuja,Nigeria,Lusaka,Zambia,3980,2023-08-10 19:00:00,2023-08-11 00:27:00,On-Time,382746
FL00305,Arik Air,Port Harcourt,Nigeria,Lagos,Nigeria,443,2023-08-11 15:00:00,2023-08-11 16:01:00,On-Time,58172
FL00306,Ethiopian Airlines,Johannesburg,South Africa,Addis Ababa,Ethiopia,3670,2023-08-11 09:00:00,2023-08-11 14:14:00,On-Time,367862
FL00307,Arik Air,Lagos,Nigeria,Abuja,Nigeria,533,2023-08-12 05:30:00,2023-08-12 06:34:00,Delayed,71068
FL00308,Ethiopian Airlines,Dar es Salaam,Tanzania,Dakar,Senegal,6200,2023-08-13 12:45:00,2023-08-13 21:11:00,On-Time,604521
FL00309,Dana Air,Kano,Nigeria,Lusaka,Zambia,3700,2023-08-14 16:15:00,2023-08-14 21:25:00,Delayed,325797
FL00310,Kenya Airways,Lagos,Nigeria,Douala,Cameroon,1060,2023-08-14 16:30:00,2023-08-14 18:40:00,On-Time,121386
FL00311,Arik Air,Port Harcourt,Nigeria,Lusaka,Zambia,3900,2023-08-15 09:45:00,2023-08-15 15:20:00,On-Time,365198
FL00312,EgyptAir,Nairobi,Kenya,Douala,Cameroon,3200,2023-08-16 11:30:00,2023-08-16 15:50:00,On-Time,316054
FL00313,Dana Air,Enugu,Nigeria,Lagos,Nigeria,478,2023-08-16 08:15:00,2023-08-16 09:26:00,Delayed,57957
FL00314,Kenya Airways,Dar es Salaam,Tanzania,Abuja,Nigeria,4050,2023-08-17 10:45:00,2023-08-17 16:39:00,On-Time,401109
FL00315,Dana Air,Abuja,Nigeria,Johannesburg,South Africa,4243,2023-08-18 17:30:00,2023-08-18 23:25:00,On-Time,382317
FL00316,Kenya Airways,Lagos,Nigeria,Douala,Cameroon,1060,2023-08-19 19:15:00,2023-08-19 21:15:00,On-Time,107412
FL00317,Ethiopian Airlines,Lusaka,Zambia,Nairobi,Kenya,1860,2023-08-19 07:00:00,2023-08-19 09:39:00,Cancelled,195626
FL00318,EgyptAir,Johannesburg,South Africa,Lusaka,Zambia,1160,2023-08-20 12:15:00,2023-08-20 14:18:00,Delayed,121899
FL00319,Ethiopian Airlines,Lusaka,Zambia,Kano,Nigeria,3700,2023-08-21 20:00:00,2023-08-22 01:23:00,Delayed,374733
FL00320,Arik Air,Douala,Cameroon,Lusaka,Zambia,3600,2023-08-22 17:30:00,2023-08-22 22:52:00,On-Time,338389
FL00321,Air Peace,Accra,Ghana,Casablanca,Morocco,3300,2023-08-22 22:45:00,2023-08-23 03:52:00,On-Time,307141
FL00322,Kenya Airways,Accra,Ghana,Enugu,Nigeria,700,2023-08-23 14:45:00,2023-08-23 16:01:00,On-Time,82378
FL00323,Arik Air,Abuja,Nigeria,Casablanca,Morocco,3680,2023-08-24 21:30:00,2023-08-25 02:35:00,On-Time,338008
FL00324,Dana Air,Abuja,Nigeria,Addis Ababa,Ethiopia,3390,2023-08-25 09:45:00,2023-08-25 14:28:00,On-Time,306572
FL00325,Air Peace,Kano,Nigeria,Nairobi,Kenya,3318,2023-08-25 13:45:00,2023-08-25 18:35:00,Delayed,308930
FL00326,Air Peace,Kano,Nigeria,Enugu,Nigeria,650,2023-08-26 16:00:00,2023-08-26 17:47:00,On-Time,70763
FL00327,Dana Air,Lagos,Nigeria,Cairo,Egypt,4020,2023-08-27 05:30:00,2023-08-27 10:54:00,Delayed,350364
FL00328,Arik Air,Kano,Nigeria,Johannesburg,South Africa,4118,2023-08-27 05:15:00,2023-08-27 10:50:00,On-Time,371741
FL00329,Ethiopian Airlines,Johannesburg,South Africa,Enugu,Nigeria,4100,2023-08-28 19:00:00,2023-08-29 01:01:00,Delayed,412787
FL00330,Kenya Airways,Cairo,Egypt,Lagos,Nigeria,4020,2023-08-29 06:30:00,2023-08-29 12:02:00,On-Time,398415
FL00331,Ethiopian Airlines,Nairobi,Kenya,Lagos,Nigeria,4182,2023-08-30 20:00:00,2023-08-31 01:32:00,Delayed,421209
FL00332,EgyptAir,Casablanca,Morocco,Lagos,Nigeria,4010,2023-08-30 12:15:00,2023-08-30 18:14:00,On-Time,388131
FL00333,Dana Air,Enugu,Nigeria,Kano,Nigeria,650,2023-08-31 17:15:00,2023-08-31 18:51:00,On-Time,65537
FL00334,Dana Air,Enugu,Nigeria,Lagos,Nigeria,478,2023-09-01 05:30:00,2023-09-01 06:36:00,On-Time,46629
FL00335,Kenya Airways,Lusaka,Zambia,Douala,Cameroon,3600,2023-09-02 20:15:00,2023-09-03 01:26:00,On-Time,344786
FL00336,Dana Air,Abuja,Nigeria,Johannesburg,South Africa,4243,2023-09-02 11:00:00,2023-09-02 16:42:00,On-Time,385132
FL00337,Dana Air,Lagos,Nigeria,Nairobi,Kenya,4182,2023-09-03 09:15:00,2023-09-03 14:49:00,On-Time,369036
FL00338,Dana Air,Abuja,Nigeria,Cairo,Egypt,3224,2023-09-04 07:00:00,2023-09-04 11:57:00,On-Time,283599
FL00339,Ethiopian Airlines,Addis Ababa,Ethiopia,Lagos,Nigeria,3856,2023-09-04 16:00:00,2023-09-04 21:08:00,On-Time,387843
FL00340,Air Peace,Accra,Ghana,Lagos,Nigeria,397,2023-09-05 20:15:00,2023-09-05 21:20:00,Delayed,46991
FL00341,Dana Air,Lagos,Nigeria,Douala,Cameroon,1060,2023-09-06 09:30:00,2023-09-06 11:11:00,On-Time,107353
FL00342,Ethiopian Airlines,Addis Ababa,Ethiopia,Lusaka,Zambia,2520,2023-09-07 18:45:00,2023-09-07 22:44:00,Delayed,256902
FL00343,EgyptAir,Dakar,Senegal,Kano,Nigeria,2400,2023-09-07 09:15:00,2023-09-07 13:05:00,On-Time,240966
FL00344,Arik Air,Lagos,Nigeria,Johannesburg,South Africa,4590,2023-09-08 19:00:00,2023-09-09 01:02:00,On-Time,409121
FL00345,Air Peace,Abuja,Nigeria,Addis Ababa,Ethiopia,3390,2023-09-09 21:00:00,2023-09-10 01:55:00,Cancelled,312088
FL00346,Arik Air,Abuja,Nigeria,Enugu,Nigeria,330,2023-09-10 18:15:00,2023-09-10 19:15:00,On-Time,41202
FL00347,Dana Air,Abuja,Nigeria,Kano,Nigeria,316,2023-09-10 09:30:00,2023-09-10 10:31:00,On-Time,37615
FL00348,Arik Air,Douala,Cameroon,Nairobi,Kenya,3200,2023-09-11 16:30:00,2023-09-11 20:54:00,On-Time,288118
FL00349,EgyptAir,Nairobi,Kenya,Casablanca,Morocco,5900,2023-09-12 20:00:00,2023-09-13 03:58:00,Delayed,551354
FL00350,Arik Air,Douala,Cameroon,Enugu,Nigeria,600,2023-09-13 20:00:00,2023-09-13 21:03:00,Cancelled,59542
FL00351,Dana Air,Abuja,Nigeria,Johannesburg,South Africa,4243,2023-09-13 11:30:00,2023-09-13 17:35:00,On-Time,378687
FL00352,Dana Air,Port Harcourt,Nigeria,Casablanca,Morocco,4100,2023-09-14 08:45:00,2023-09-14 14:35:00,Delayed,362780
FL00353,Dana Air,Abuja,Nigeria,Johannesburg,South Africa,4243,2023-09-15 05:15:00,2023-09-15 10:57:00,Cancelled,370412
FL00354,Dana Air,Enugu,Nigeria,Casablanca,Morocco,3900,2023-09-15 09:00:00,2023-09-15 14:42:00,On-Time,355345
FL00355,Air Peace,Enugu,Nigeria,Dar es Salaam,Tanzania,4200,2023-09-16 14:00:00,2023-09-16 19:59:00,On-Time,396318
FL00356,Air Peace,Lagos,Nigeria,Enugu,Nigeria,478,2023-09-17 09:30:00,2023-09-17 11:03:00,On-Time,59356
FL00357,Kenya Airways,Accra,Ghana,Dakar,Senegal,2100,2023-09-18 08:15:00,2023-09-18 11:41:00,On-Time,205585
FL00358,Air Peace,Abuja,Nigeria,Kano,Nigeria,316,2023-09-18 06:30:00,2023-09-18 07:42:00,On-Time,51603
FL00359,Dana Air,Enugu,Nigeria,Johannesburg,South Africa,4100,2023-09-19 14:15:00,2023-09-19 19:58:00,On-Time,357176
FL00360,Dana Air,Lagos,Nigeria,Casablanca,Morocco,4010,2023-09-20 05:15:00,2023-09-20 10:34:00,On-Time,357898
FL00361,Dana Air,Lagos,Nigeria,Johannesburg,South Africa,4590,2023-09-21 09:15:00,2023-09-21 15:27:00,Delayed,405428
FL00362,Air Peace,Enugu,Nigeria,Cairo,Egypt,3700,2023-09-21 17:00:00,2023-09-21 21:57:00,Cancelled,343119
FL00363,Air Peace,Lagos,Nigeria,Douala,Cameroon,1060,2023-09-22 08:45:00,2023-09-22 10:33:00,On-Time,115031
FL00364,Dana Air,Enugu,Nigeria,Abuja,Nigeria,330,2023-09-23 20:30:00,2023-09-23 21:43:00,On-Time,34601
FL00365,Arik Air,Douala,Cameroon,Addis Ababa,Ethiopia,2800,2023-09-23 20:45:00,2023-09-24 01:08:00,Delayed,255770
FL00366,Ethiopian Airlines,Accra,Ghana,Douala,Cameroon,1200,2023-09-24 06:30:00,2023-09-24 08:34:00,On-Time,120014
FL00367,Dana Air,Kano,Nigeria,Douala,Cameroon,950,2023-09-25 21:15:00,2023-09-25 22:59:00,Cancelled,93774
FL00368,Air Peace,Port Harcourt,Nigeria,Dar es Salaam,Tanzania,4100,2023-09-26 16:00:00,2023-09-26 22:03:00,Delayed,392257
FL00369,Dana Air,Enugu,Nigeria,Abuja,Nigeria,330,2023-09-26 22:45:00,2023-09-26 23:54:00,On-Time,38357
FL00370,EgyptAir,Casablanca,Morocco,Cairo,Egypt,3200,2023-09-27 07:00:00,2023-09-27 11:36:00,On-Time,305068
FL00371,Ethiopian Airlines,Nairobi,Kenya,Abuja,Nigeria,3714,2023-09-28 05:30:00,2023-09-28 10:47:00,Delayed,365182
FL00372,Kenya Airways,Dar es Salaam,Tanzania,Nairobi,Kenya,524,2023-09-29 05:00:00,2023-09-29 06:18:00,On-Time,61735
FL00373,Ethiopian Airlines,Addis Ababa,Ethiopia,Cairo,Egypt,2185,2023-09-29 15:00:00,2023-09-29 18:31:00,On-Time,220887
FL00374,Air Peace,Accra,Ghana,Nairobi,Kenya,4808,2023-09-30 09:45:00,2023-09-30 16:08:00,On-Time,439752
FL00375,Arik Air,Port Harcourt,Nigeria,Nairobi,Kenya,3906,2023-10-01 16:15:00,2023-10-01 21:57:00,Delayed,363366
FL00376,Ethiopian Airlines,Cairo,Egypt,Kano,Nigeria,2887,2023-10-02 07:00:00,2023-10-02 11:28:00,On-Time,281452
FL00377,Ethiopian Airlines,Accra,Ghana,Dakar,Senegal,2100,2023-10-02 05:15:00,2023-10-02 08:32:00,On-Time,218887
FL00378,Air Peace,Enugu,Nigeria,Cairo,Egypt,3700,2023-10-03 05:30:00,2023-10-03 10:34:00,Delayed,353748
FL00379,Ethiopian Airlines,Addis Ababa,Ethiopia,Dakar,Senegal,4800,2023-10-04 12:00:00,2023-10-04 18:29:00,On-Time,467972
FL00380,Air Peace,Accra,Ghana,Kano,Nigeria,1382,2023-10-04 14:45:00,2023-10-04 17:21:00,On-Time,131852
FL00381,EgyptAir,Johannesburg,South Africa,Dakar,Senegal,6500,2023-10-05 15:30:00,2023-10-06 00:32:00,On-Time,619322
FL00382,EgyptAir,Cairo,Egypt,Nairobi,Kenya,3637,2023-10-06 16:30:00,2023-10-06 21:33:00,On-Time,342304
FL00383,EgyptAir,Nairobi,Kenya,Cairo,Egypt,3637,2023-10-07 17:45:00,2023-10-07 22:53:00,Delayed,356584
FL00384,Arik Air,Accra,Ghana,Nairobi,Kenya,4808,2023-10-07 16:00:00,2023-10-07 22:51:00,On-Time,441149
FL00385,Air Peace,Accra,Ghana,Lagos,Nigeria,397,2023-10-08 18:00:00,2023-10-08 19:05:00,Delayed,49420
